iter,fitness,timestep,solution
1,17399.32924209852,16:14:20.946,399.3292420985183
2,18398.499242098518,16:15:36.084,398.4992420985183
3,17399.329146776025,16:16:46.623,399.32914677602537
4,17398.91419443727,16:17:51.994,398.9141944372719
5,18398.64031779419,16:19:38.486,398.6403177941917
6,17398.91416023996,16:20:58.706,398.91416023995964
7,18398.777233829845,16:22:49.198,398.77723382984635
8,17398.914147272193,16:24:05.685,398.9141472721936
9,18398.845689254416,16:25:53.649,398.8456892544154
10,17398.91414403072,16:27:08.742,398.9141440307205
11,18398.87991631844,16:28:58.098,398.8799163184421
12,17398.91414338247,16:30:11.356,398.91414338246886
13,18398.084143382468,16:31:33.311,398.0841433824689
14,17398.914048059974,16:32:53.098,398.9140480599759
15,18398.499048070924,16:35:06.756,398.4990480709242
16,17398.91392894278,16:36:36.353,398.9139289427812
17,18398.70647659992,16:38:40.732,398.7064765999218
18,17398.91389917652,16:40:13.854,398.91389917652225
19,18398.810184912196,16:42:38.766,398.8101849121943
20,17398.913891736585,16:43:48.260,398.9138917365864
21,18398.86203758047,16:45:49.570,398.8620375804715
22,17398.913889876807,16:47:09.789,398.913889876806
23,18398.88796354267,16:48:56.181,398.88796354267004
24,17398.913889411888,16:50:10.505,398.9138894118863
25,17398.900926430786,16:52:17.608,398.9009264307874
